genesymbols	Plasmablasts	Naive_CD4_T_cells	Cycling_TNK	Classical_monocytes	Platelets	Degranulating_neutrophils	Memory_CD4_T_cells	IL1R2+_immature_neutrophils	B_cells	Mast_cells/eosiniophils	Mature_neutrophils	HSPCs	Naive_CD8_T_cells	NK cells	CD8_T_cells	S100A8-9_hi_neutrophils	Eosinophils	PADI4+_immature_neutrophils	Non-classical_monocytes	MPO+_immature_neutrophils_or_progenitors	Cycling_neutrophil_progenitors	cDCs	pDCs
CSF2RA	1	1	1	51.6905920747606	34.2288731350719	96.9094216599192	1	80.7990617413589	1	1	83.2814443167264	1	1	1	1	138.8366864952	142.09574523771	60.6284169164929	30.9504617103716	23.2376974679342	72.6455895310817	72.1288324656816	65.1913383046495
CSF2RB	111.192644360555	1	1	177.446236760699	328.661759567918	904.277792591571	20.6909885096895	465.772203235123	22.2764303240959	5605.1542054228	1428.43841061527	87.8426205847764	1	1	1	983.352184713048	1092.21079654101	187.717369303327	195.284673648112	79.7922621179233	506.688787293232	91.8102602232184	402.96138451194
CSF2RBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSF3R	80.8128530224709	39.0947443503323	90.9685105381732	476.569395432205	1342.59150134248	3937.00438946965	34.5677912484261	2262.2018212344	45.5802660365717	259.936612181977	3990.63770280398	167.583537266377	40.9472057682311	21.5335748672197	19.1276906138522	4196.52848879054	145.110385640684	687.372710500551	157.897836376416	576.6379688963	1601.051865942	142.59348552008	15.7883054080833
CSGALNACT1	57.4765596421491	69.6469671988135	39.3839291946193	27.9782847935102	43.5451223811979	103.45444389944	75.9542721769153	227.291029758611	68.5504193829464	1	193.554633040361	8.81553398103524	32.447067127682	1	1	94.8752477024301	1	281.854810182444	1	233.07670678727	167.747155068144	16.2388268118787	28.5520044083207
CSGALNACT2	36.4103431973534	72.9479520394313	89.0752349863512	156.868163843262	65.9608318188862	307.302558655628	44.6423245952517	344.578827776963	1	184.95534570065	268.787069180786	19.4671257865837	21.0131954984824	60.5887747701514	85.1138655416385	333.092012297131	1	350.859677528488	203.367152341221	128.297137866577	201.978104738081	76.0536454691202	81.923621653305
CSK	84.1293449500119	84.7478027811941	221.983115992733	158.163632880042	159.236493106861	253.170049818497	115.491599411966	135.459348910024	205.88774114589	256.498299857745	227.114415589036	42.5634852875684	72.1222925526118	199.254712150459	118.942354577326	149.89354865722	430.63352479139	59.7542536510407	264.376974312538	41.4593124831814	121.505169547685	119.738968714099	39.8432839896101
CSKMT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSMD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSN1S1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSNK1A1	47.4904383978057	46.7431626797166	63.7281286116169	79.8760991205188	87.8637555187814	47.4292861612485	36.7354064461604	65.4599206868484	46.4736557101695	93.4896251422415	110.679523012003	49.7254227136021	25.9572788202597	49.8847402575212	42.2935991772233	56.6982588001346	105.18238297815	24.7433098930289	75.5066824437403	27.6057624614363	60.7888312561066	69.8054540243036	1
CSNK1A1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSNK1A1P1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSNK1D	73.4637192979647	38.4253324624953	78.8460478477319	65.8935422943216	106.262341962827	150.724241842922	50.6808650631639	90.5072299937394	70.1643969373208	76.4702342827276	184.590137497493	85.5730233474886	46.764694240302	122.879619193593	95.9084341331286	142.870872068987	145.003918516316	63.8646309775977	75.5254496915486	44.962739094602	74.0578341502673	85.6925942931209	43.004452471962
CSNK1E	140.652638984755	30.2337862371152	23.8123850688199	1	1	1	21.3608636064877	1	42.8674976188926	1	1	37.2445656842936	28.6466838058168	57.4811326669263	53.2452728132311	1	1	1	15.2896764254137	17.7688391724521	1	31.7503842433527	142.024256444507
CSNK1G1	28.5953437135358	42.789332197208	32.2893968763381	19.5313336268169	1	1	61.428680512051	21.49857238686	65.3959441489689	1	1	35.5431646286708	31.9814842172664	69.2194714798501	38.3974218467042	1	95.9275898703728	27.4482064996709	13.4743467430519	20.2813910578523	33.8577894436984	35.4962808303667	58.8298458664961
CSNK1G2	18.7600949512047	68.3511484835781	104.630202199118	50.7899719731953	75.4720198102545	68.2959632934123	47.914100700907	27.9064856835126	44.2882441910976	48.1857639103156	83.5623725252447	30.3892846033185	49.8152307429304	70.356318873104	59.0123917605162	69.124634888814	103.241222694664	24.4107329440802	61.5552839639681	56.7196863086444	63.7161853541131	43.9678228073547	42.4679059906447
CSNK1G2P1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSNK1G3	19.1108552050638	35.6281992229157	20.9248869392314	32.7528787942174	1	1	36.8198461029805	20.9282299121495	42.1855393086312	1	1	17.4428915269203	1	50.9828091327658	29.5774024692786	1	1	1	31.2802121600928	1	30.761130955122	16.3000710272133	54.645190708653
CSNK2A1	121.759554963925	96.1820605201729	171.428830221838	101.055891607974	54.9997030683729	24.077546378658	108.980939102792	51.7834047735905	157.584544833273	116.183936184586	1	191.176989380864	97.4032591978967	123.59546926782	102.596559546299	39.4224802312955	139.393072195614	43.5949422737151	143.826222484355	90.9241073042726	54.8802224163397	142.765045535324	126.938711934354
CSNK2A2	46.3484214694892	66.863743324733	42.1449541648228	52.6296682132114	1	1	33.1632010020587	30.6673364336088	58.7712593094013	46.1834203835815	1	133.170592639164	43.094984108823	62.8497930724533	61.8149060778318	1	1	33.3037669261076	53.5919069745342	14.6165056006834	39.0797356589226	40.4035050752972	28.6999078347743
CSNK2A3	1	1	31.4695766899573	12.0286922393389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12.0932317348518	1
CSNK2B	135.399486264412	103.049443189959	239.722424342541	153.544267086732	92.3321293543387	29.5684888506541	133.955771737862	119.170417734728	81.0296183289217	107.776774558433	89.1632985974317	116.393475820167	96.7918433265475	132.507814315629	95.773748800673	52.030050636977	358.846221481644	88.6681127245463	163.631731434497	168.801940948607	104.708434190804	168.572136736013	173.65482831
CSPG4P12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSPG5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSPP1	36.0731088730861	34.2419307079644	16.4817526347468	13.9883911204867	1	1	24.3081076527212	1	42.1471038911801	1	1	48.5232883694037	28.4139313500071	57.7528140326077	31.7437189925755	1	1	1	38.6405216904941	18.6250902226688	1	41.2926332283485	1
CSRNP1	12.9960124911533	1	1	1	49.8181038408363	35.7576435906276	1	1	1	1	72.9785791441549	1	1	1	1	60.7228598044655	1	1	25.2523734324676	1	27.7575342722581	26.2080820549266	52.1180127978197
CSRNP2	1	1	1	1	1	1	19.6913771259768	1	1	1	1	19.9617552569622	1	1	1	1	1	12.3471179129021	16.0530970256706	1	14.8562667302756	13.5290055298825	1
CSRP1	94.3018084171085	20.0099345373444	130.611901883908	62.8110903554441	95.5774009949356	1	37.0627054851088	35.1130146636674	22.9282438825794	33.6798237767627	1	89.8188497827221	40.1021166668058	36.525476259775	50.3003523783749	1	79.0328843886566	49.132889612505	67.2915556554923	69.4022316703125	39.2038197489154	96.3918195519584	1
CSRP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CST3	1	1	1	744.217863673711	213.367587095306	42.4286925712195	1	1	1	19.0589053198735	34.723303297303	50.3720732506887	1	1	1	40.688925168114	1	29.6405957885595	772.351602140433	28.3852263727157	89.2065730510981	1366.9326201578	780.501006683372
CST7	14.8203651060948	51.1823570723619	349.761100367991	51.7727879725787	554.631959041605	1529.49056401828	68.1496774135326	1613.81519112696	1	72.9262388087888	329.404322393873	52.2937073168983	1	1451.57457447853	850.332751629432	1857.92014124827	1	350.392984893095	1	1027.15393043055	453.185416987213	29.3485984737669	54.645190708653
CSTA	1	1	1	420.602800435088	62.8428831491074	129.136998637381	1	125.132396211124	1	1	78.5188541517791	1	1	1	1	217.537438120789	1	450.668538615221	174.528833838807	427.013327464614	328.991016244553	295.471395982748	1
CSTB	204.356984010559	143.899116922639	252.367156491013	297.488897526831	111.040717545996	267.826581659933	186.830673128709	252.061552948753	169.609695944688	183.632225250819	216.243568285966	69.2355772011744	104.64330111937	139.765214422297	175.120752652803	187.719010934446	129.251496068676	327.145804996637	544.920806573326	170.542261686643	284.764896782516	414.475365516518	100.924081765333
CSTF1	32.956509889994	28.7015200857966	46.4474260113595	17.7790379964705	1	1	57.6903753542457	1	40.2313243236844	1	1	27.0605127589907	18.0814447522197	20.3964227902407	41.0091797566029	1	74.6195077157574	24.5426723501367	15.0055517409653	23.4331611990931	38.6167331669355	13.4353418812378	45.2999913876329
CSTF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSTF2T	14.9756605530113	25.634027613214	29.7029424343905	15.8981506562354	1	1	34.9169948674468	1	31.3907121120877	1	1	16.8616703547974	33.4125345928616	45.8210215178413	22.146259466198	1	1	18.4588540920124	18.4132046904245	1	17.0484298981121	21.3853940880426	21.8452862297975
CSTF3	44.0888257852474	25.1663653148732	31.2891658220468	12.32119181187	1	1	34.2083170995786	1	20.87021518703	51.4449028684184	1	43.6611842967356	1	1	1	1	1	19.1797401467475	19.731263359443	16.244281392511	19.5211888131702	21.0311603508819	1
CSTF3.DT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSTP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CT45A11P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CT70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CT75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE10P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE11P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE12P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE13P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE16P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE3P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE7P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAGE9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTBP1	112.344070892211	111.67437223611	175.619188739913	115.733287915837	29.503360562151	1	62.7769002553126	35.6430026373329	109.499907043985	78.5860545108906	1	59.293590342415	65.2226934066852	120.522024040849	161.186847999985	49.683719346046	147.025267201976	104.554304289544	87.7412136504303	66.2784344038924	54.2626045994513	84.8153232776951	52.1180127978197
CTBP1.AS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTBP1.DT	23.8829461215952	42.342489410087	31.8401688915979	1	1	1	23.4832610188161	1	25.5796993734144	1	1	35.0673020610362	38.1462671979857	85.8961811118752	52.4813234425911	1	1	1	15.1429630398529	11.5365738081296	11.5435157790886	1	1
CTBP2	1	1	67.2122594858893	106.701534534767	89.8589622134502	100.724733823198	1	48.6397487500737	1	198.05626652557	148.562690391144	79.393238820497	1	273.113722188183	29.6011795439748	67.750250783606	1	69.9829410510136	139.679037467349	85.6365862390501	104.201811549334	153.850888120452	28.5520044083207
CTBP2P4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTBP2P8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTBS	64.0747151735713	1	21.7742842278603	107.601661106772	53.7658986703473	306.768036194096	28.6690377357808	83.4731054538701	44.2855565507116	67.312849468175	202.429058174794	28.9910301259812	50.3248446838355	67.6972719943737	1	221.413045026948	1	106.450948438909	117.5828669074	44.360993116609	82.1596103102791	38.8949101656778	1
CTC1	31.4962455558314	70.947939325917	19.6652884612607	1	1	1	109.722625264754	1	93.2863207437273	1	51.7204562811653	33.969638860624	45.753901802739	72.9678493324233	79.6569694976405	1	78.4910773640562	1	13.916484490183	19.9147851407083	15.0950306781989	1	1
CTCF	113.540421136498	103.580728663784	175.820265193708	60.6191322549363	46.0373224994994	1	55.2629184371858	28.3230230430349	81.0001202926446	108.323846143547	50.2632420701015	66.4020100888482	118.881659456106	98.4462968880319	115.428821516731	68.8455943990423	1	35.3613596257283	70.2542423996036	54.4492100552418	83.0492791281897	68.1169917692946	142.423730451517
CTDNEP1	74.2284302364424	87.9635939625156	142.345881393032	145.854941255491	89.7041635540124	77.4652955266656	116.106893364945	81.8638952713817	126.650363669912	101.977272788306	108.857974598915	50.5124226494854	89.0009296183327	95.8249177596806	125.154943282907	87.5664277253018	142.801122880924	79.2785541776582	94.1038551849768	92.926019381531	83.6046790499706	150.307068986703	88.070148449505
CTDP1	8.22061691816566	1	18.6631167254411	16.8704494920668	1	1	1	27.9000976124098	1	1	1	12.3999602853245	1	1	31.4074891399398	21.9098231136488	1	1	21.8207057610381	13.6376942349563	11.990391811613	12.5034094543335	28.5520044083207
CTDSP1	46.1227629375266	138.489463283878	156.304321503351	221.028295265459	188.909195317699	189.302408190103	109.004777324355	255.452870934099	132.010203488139	357.311676433674	213.429435011325	84.552655009184	161.411803422091	297.938461742813	231.999610138811	271.535604606616	314.96705831587	243.079113736589	136.737861251452	191.616977969954	199.521341961535	159.824084267072	88.8805592098029
CTDSP2	105.377920987783	201.476231073038	111.127057549617	264.330561898527	236.241606393682	339.435693491616	181.648916173879	155.280808744537	198.788524381992	175.038118225752	329.589787796698	341.40577501014	214.16477882745	180.503444496466	185.685323736792	315.055495124021	405.849534488477	203.571656553383	249.005660733606	106.698021241153	187.198201180782	184.298602098532	205.069589731299
CTDSPL	1	1	1	1	697.950219774996	1	1	1	1	1	1	67.9599212043213	1	1	1	1	1	26.6678843824508	1	97.721045337302	17.3863044258835	1	1
CTDSPL2	17.2229486023112	33.4168050830336	30.6490706768991	31.8228289834437	1	1	14.0177979146216	1	1	1	1	9.30442010820742	41.4773200572534	39.4375090041422	42.677139399814	1	1	1	25.7832517426768	26.5556629251552	60.6478005264617	34.4984082250139	18.9018976011457
CTF1	1	1	1	1	1	1	1	1	1	1	1	19.3625695547227	1	1	1	1	1	1	1	1	1	1	1
CTH	13.4822976358598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTIF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTLA4	1	40.0193345843989	127.165368532838	1	1	1	107.357665012412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTNNA1	25.7864323915293	1	34.2324752636606	124.418699577465	40.0065982435474	43.8839224485337	1	31.1067302090006	48.9527136122563	31.3195305994917	40.7969464079485	56.0727507919138	1	35.6570056309317	21.5123415739775	22.8100837540687	1	20.9768221179544	110.034355056406	23.4044274707984	79.7714451031845	130.048787759136	1
CTNNA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTNNAL1	20.6318989377543	1	45.4976945449364	1	30.0393063248077	1	1	1	1	1	1	39.5017816075951	1	1	1	1	1	1	1	31.8220674354419	12.9923529100185	1	1
CTNNB1	37.8324844979779	67.6177503434454	61.3344568335686	69.3269583564027	46.583626730859	86.2564143532059	79.0271352629912	65.6036280088197	82.1759325899161	115.426736279195	44.9414243844362	85.879956393679	63.8010695816249	84.028990496336	86.8677317703816	79.7414398766111	1	48.8630961316131	70.115008602238	65.0252671267241	96.4485634650906	97.6549241538643	18.9979977598126
CTNNBIP1	1	1	27.3074827269916	52.0713526918682	1	1	1	1	1	1	1	17.8679329628866	1	1	1	1	1	22.5415646221669	14.1364511465403	40.4455978971224	20.1331633173591	43.0498921811487	1
CTNNBL1	34.8511554685355	28.9235335285023	42.8002525393682	30.3800516571543	1	1	28.1605728086595	19.7405225452806	22.3363662157893	57.4349591884295	1	65.5334227829291	26.5818648785582	40.5867138118883	36.9909801839741	1	1	1	59.4729327843019	23.7143152142737	11.1705760741832	39.8399795848697	21.8452862297975
CTNND1	1	1	1	1	1	1	1	1	1	1	1	9.89177958704042	1	1	1	1	1	1	23.3373008147606	1	1	18.7245743493627	1
CTNS	1	1	1	12.1216849979699	152.080722698558	1	1	1	1	77.3427503879604	1	1	1	1	1	1	182.159526196047	1	13.5653468011569	12.5500098582422	1	18.0016229154011	54.645190708653
CTPS1	14.168808255879	1	33.9765978498357	1	1	1	1	1	1	1	1	27.3537472654552	1	1	1	1	1	1	1	22.8865004152321	1	18.730727239632	18.9018976011457
CTPS2	9.27421591981924	1	1	1	1	1	1	1	1	1	1	27.4046877594977	1	1	1	1	1	1	1	10.665237814326	1	19.5509068637826	1
CTR9	64.2925265600209	77.5078942640422	96.5286803263434	59.4065334098875	218.281604264681	43.6604644018893	100.51145033158	64.8493060278349	75.0353335866308	181.763240465809	65.2271747536102	146.941568507053	114.743687732256	101.755583010849	114.866885346749	48.1149939079367	1	52.0220092253349	51.8475501669973	45.13685183485	104.174626229325	103.971002504724	86.3334875795072
CTRC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTRL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTSA	46.129204763806	48.5797304661267	34.7453940964503	261.662405448383	986.923834152204	135.403126422943	83.8457751637504	134.27102328302	31.7640851259013	114.749368477375	67.0176756337843	17.136296669959	50.6557401717663	28.6643278268634	50.2772378510606	99.9189132244412	259.372379304592	135.761201792764	99.2270804978655	113.97151393952	82.3459374497052	83.5532045300749	24.1722859460086
CTSB	87.4861529520106	138.131712771388	235.328784059624	1870.86387726047	83.0455697519426	175.076191487046	196.904232181387	179.469406554046	111.889929947537	690.284168378218	120.331959400554	133.349112238157	32.3111852264353	59.3300321771809	69.0722870141476	236.737965293019	232.882214307348	56.6783225207544	1270.73551038363	79.1954349653977	485.076654013164	895.071524271054	1326.22547426055
CTSC	93.7272762321591	63.6500453107951	320.382539356837	229.671909167176	203.302445266705	267.218020598423	104.344535569207	125.166091495601	26.8322775181885	132.096229870996	470.182448921077	110.160332633689	63.3704042015573	288.827465080279	384.600956542911	223.852421079904	92.1165333094791	80.7858625769138	487.378546883208	224.539647697109	271.859004078629	215.534794872226	658.290121396792
CTSD	63.8533694214116	1	52.7704273789458	415.017305428271	191.629072477206	261.425592151966	27.8344383606111	334.766315100482	1	172.63865791411	129.737068919163	30.7130495559334	29.4274022728559	154.922547355856	75.7275326547216	283.491464129857	274.656616261576	629.048962179126	180.100457404534	414.797198373544	593.696270715033	72.6738285408525	56.1040088166414
CTSF	1	1	1	1	1	1	1	1	1	1	1	72.3930558624395	1	1	1	1	1	1	1	1	1	1	1
CTSG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	418.420637019994	1	1	1
CTSH	377.769394525836	1	67.2377336655323	342.404750798775	1	1	58.7086462398559	111.149402526169	167.518108904036	1	1	1	1	1	1	45.9536925842337	1	157.199063913776	180.23648363882	14.6217882493022	218.665475194781	320.445106788706	113.957755735357
CTSK	1	1	1	17.614846040294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9.38755752254031	1
CTSL	1	1	1	35.1776660320421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	185.315227291315	1	1	1	1
CTSO	1	43.56263100645	26.2178850317776	45.5883145580824	1	1	35.4149810339312	1	43.8589395994854	1	1	27.4383392646417	15.6664114582666	43.1133173815101	80.2425932640114	1	1	1	78.2940916191083	1	1	53.0599924868431	97.0588266628076
CTSS	207.719073548043	160.783405577808	145.215349376865	5182.604634113	678.895531221079	1960.89517970232	191.853318545023	816.212934051953	455.390503149705	145.87425232247	1790.07659589365	112.163939045062	144.147307450615	266.765625547491	244.42337280423	1641.54515579267	497.124628496587	950.653038249014	4351.69678801898	265.689914135358	1144.63580283612	1884.13170243083	505.381916643704
CTSV	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTSW	1	47.9222456325838	272.991101897032	1	46.8831237406595	1	55.6201055818345	1	1	46.4980230778798	1	71.5606653692518	109.6186385116	813.784090039764	464.387183491293	1	1	1	1	1	1	10.5085618591943	1
CTSZ	46.4015539888958	1	1	97.1740253098023	44.6752205941244	39.1788141248221	1	44.1909975297926	43.2303662696318	1	43.8965456719626	1	1	1	1	46.0880228792213	1	42.5500909868007	92.9216171211349	24.390131634013	53.573622505376	126.342334011087	139.625534278519
CTTN	1	1	1	1	444.209390564949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTTNBP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTTNBP2NL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.4796317742772	1
CTU1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTU2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CU633906.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CU634019.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CU638689.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CU638689.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CUBN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CUEDC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.9779118689384	1	1	1	1	46.4539020094664
CUEDC2	48.2927771844993	1	23.4917423452131	32.4636944301465	1	1	1	1	1	1	1	55.9571346914019	21.9260643377772	33.8608755378715	33.3197718466387	1	1	1	20.5550165253992	21.8503805174404	16.9444585227906	24.3976149358546	18.9979977598126
CUL1	25.9960712461027	63.5291608659948	60.8128630725332	42.0370635474117	1	1	53.3362745308034	1	41.3767749255724	1	1	48.6454477188877	40.3278830096817	47.621062898297	33.2033226342854	1	1	1	22.8552682064215	50.2107419569837	38.6824827817732	77.4838068308496	30.7185651876727
CUL2	36.7872095752454	57.4835424531793	45.9577377196699	20.8339099949178	1	1	27.5577601740496	1	54.2109098068042	1	1	27.1543374739719	22.4747728953534	40.1248843142743	39.9664403359686	1	1	17.9479712776166	32.8114844243473	25.8668141539832	20.4090328444387	29.5984318033151	1
CUL3	64.0160914262931	77.4713863154077	148.943294585495	109.789054830278	70.4476550959783	133.57016392387	65.5713872006945	122.890843417074	138.093068516729	150.920919776928	208.847745472988	105.176340850879	72.0560368949968	122.090385483196	103.442865262467	129.131178531382	192.152285614221	92.1968958119201	105.42609603255	67.3886290985405	90.6784820145997	89.3658634422123	74.8430803712385
