gennames	TS1	TS2	TS3	BS1	BS2	BS3	NS1	NS2	MS1	MS2	MS3	MS4	DS1	DS2	DS3	MK
FKBP2	19.55	15.02	59.09	9.31	17.3	211.89	23.22	20.92	28.91	32.12	36.05	12.79	41.11	97.29	49.87	25.36
CHDH	32.22	50.89	23.53	12.83	22.16	68.04	28.18	35.79	15.15	19.52	87.17	17.31	210.3	40.87	9.02	25.33
METTL21B	21	36.5	59.68	9.42	12.77	204.86	22.95	15.05	37.91	48.62	28.51	17.39	100.68	19.95	34.53	26.63
RP4-728D4.2	59.96	24.23	210.47	17.24	28.69	48.08	98.78	41.44	24.84	36.12	32.04	12.86	19.67	9.37	14.96	20.82
CD72	21.3	15.02	40.36	96.85	60.75	36.66	28.51	25.73	12.79	17.4	23.12	9.31	48.68	32.15	211.96	19.17
CDHR3	36.05	32.12	208.44	28.92	25.33	99.71	41.32	60.63	17.15	19.27	21.3	12.86	48.58	15.12	9.02	23.13
WDR62	28.89	36.22	211.99	15.12	40.85	96.88	24.95	32.03	9.57	21.21	48.81	12.63	60.17	19.13	23.51	17.51
SCN9A	9.02	21.2	48.17	9.02	9.02	35.72	19.5	41.33	32.21	28.88	22.9	25.46	60.3	97.29	211.97	17.51
RP11-247C2.2	32.29	26.76	41.28	19.13	49.17	206.1	23.04	36.07	14.81	28.19	21.87	13.01	78.41	17.5	9.02	79.64
CPEB2	18.47	21.01	39.09	12.73	23.28	148.76	18.42	9.41	47.92	91.07	41.99	28.26	32.5	15.06	25.65	70.31
IGHD	16.43	25.28	40.55	121.98	60.81	148.4	19.24	9.31	23.23	36.49	32.14	12.86	15.86	29	48.81	21.27
CSTF1	17.95	22.21	211.97	12.79	31.94	97.05	22.92	36.04	15.02	24.08	29.09	9.31	49.53	41.11	59.4	19.19
PPP1R3B	23.08	29.06	44.95	12.72	21.28	19.67	9.47	15.25	210.06	36.36	32.52	17.21	61.01	25	60.6	81.58
RP11-294J22.6	23.36	15.02	211.99	9.31	28.75	32.24	26.01	12.85	21.1	35.27	60.83	17.29	96.76	41.03	48.61	19.33
MEGF8	21.13	14.51	9.3	22.79	47.94	210.43	13.51	19.19	29.03	32.92	97.29	25.41	59.86	17.75	37.48	39.74
HAR1B	49.02	98.88	59.97	15.23	29	205.89	41.26	35.99	23.64	19.26	24.95	21.63	32.14	12.87	9.02	17.38
PHEX	17.36	36.09	41.16	23.16	30.05	9.02	9.02	59.57	19.44	25.43	21.33	15.16	97.28	212.01	48.38	30.94
ZNF529-AS1	17.23	12.85	94.02	15.12	31.65	210.42	20.77	41.05	29.38	23.59	24.97	9.31	63.53	36.69	47.95	19.61
LIME1	36.42	47.95	96.74	29.02	15.03	59.44	23.19	17.84	12.9	20.94	31.94	25.54	211.94	41.81	9.02	19.09
DBNDD1	19.38	36.34	32.14	212.01	51.51	9.02	15	9.02	17.36	21.27	25.76	23.32	58.01	40.79	95.17	28.59
TRIM32	32.4	25.36	211.95	23.17	29.1	9.02	41.37	36.9	15.05	19.27	21.25	12.79	58.25	97.28	49.05	17.27
AP2B1	29.69	22.89	212	12.79	19.19	97.04	25.94	15.02	34.32	20.07	41.21	9.31	48.57	32.29	60.26	19.04
CALCOCO1	48.6	23.19	97.27	15.11	30.48	211.71	60.31	17.39	21.08	27	41.03	12.69	19.25	9.42	36.1	28.97
LINC01473	23.82	25.03	32.64	36.12	60.5	205.91	21.23	28.74	12.87	19.18	17.45	9.41	46.25	43.65	98.68	14.97
DDX11	41.06	32.1	205.33	28.53	60.3	102.02	23.17	21.39	17.24	19.21	26.11	9.47	35.53	48.68	13.2	14.62
IGHG2	23.22	21.18	48.78	60.18	97.29	211.31	26.02	14.92	28.36	32.66	40.79	17.52	12.82	18.95	9.02	35.72
RP11-146F11.1	22.32	22.14	98.79	31.96	48.68	208.89	12.38	9.72	17.65	29.36	40.98	15.02	60.3	25.56	35.4	18.94
CFLAR-AS1	34.99	32.7	34.27	17.07	46.68	44.47	25.57	19.22	22.99	15.87	99.99	12.9	203.31	21.16	9.02	58.84
AC003991.3	40.76	29.76	24.33	26.68	9.02	9.02	47.16	17.33	31.52	35.42	60.81	19.29	211.97	21.16	9.02	96.24
ST6GALNAC6	59.28	32.33	211.99	16.63	23.57	45.13	97.29	42.05	15.72	21.2	25.08	12.26	35.69	28.97	9.83	19.24
TNFRSF21	9.36	31.87	36.25	13.1	21.24	48.39	19.29	40.87	14.92	23.02	28.96	25.56	60.29	210.35	98.89	17.18
RASA4	17.55	28.67	36.51	19.02	23.23	53.71	12.69	9.41	15.02	40.99	25.68	21.2	97.29	50.12	211.87	32.03
AC005480.1	21.22	41.55	49.9	19.14	32.27	209.92	12.64	14.7	17.53	28.14	36.13	25.88	96.05	23.31	55.59	9.78
FASTK	19.27	17.3	97.28	12.75	28.88	211.56	25.28	15.02	21.25	32.16	48.49	9.36	60.03	36.04	41.52	23.26
HBM	35.94	25.48	60.03	9.02	9.02	205.9	32.1	40.94	23.26	9.02	9.02	9.02	28.87	98.77	9.02	48.42
C16orf52	17.25	21.32	98.86	15.05	32.04	208.32	24.8	12.67	30.25	48.35	40.74	9.47	59.84	19.32	23.62	35.84
RP5-1039K5.17	21.21	36.12	32.1	25.44	12.84	9.02	60.73	48.55	15.06	17.29	23.41	19.33	99.23	208.81	41.24	28.94
RP11-90D11.1	24.42	28.62	9.02	32.35	49.19	9.02	36.36	24.61	17.36	21.18	59.21	19.32	98.76	40.86	209.3	15.02
PAXIP1-AS1	22.9	21.52	208.54	28.84	59.99	100.4	25.4	36.29	12.79	17.3	19.27	9.31	48.9	32.2	40.83	15.02
KIAA1456	25.44	48.58	59.76	19.32	12.93	9.02	17.56	31.78	22.12	40.92	37.41	22.61	211.95	29.09	95.18	14.96
RASGEF1B	13.19	17.39	21.09	48.38	32.29	24.41	14.63	9.31	19.47	41.42	61.9	23.29	212	95.69	28.81	35.74
OFD1	30.9	21.2	48.84	23.22	41.11	35.78	30.14	25.5	12.79	15.75	19.27	9.31	60.13	212.02	97.24	16.58
MIR181A2HG	36.11	32.06	96.38	21.39	23.32	9.02	212.02	48.62	15.02	19.27	17.25	12.85	60.8	41.43	28.87	25.07
GZMA	60.31	41.11	212.01	13.17	28.86	35.98	97.29	48.68	19.27	22.78	25.24	9.36	32.02	14.74	17.14	21.92
EFNB1	13.1	23.19	41.09	9.31	14.75	208.67	19.21	28.83	21.17	36.05	48.68	17.38	60.81	32.06	98.68	25.5
ATAD3C	22.77	21.57	95.63	9.46	60.07	211.23	35.77	31.72	17.33	27.89	19.64	15	41.42	50.08	26.82	12.67
MAF	60.31	97.29	211.99	15.06	17.33	22.18	48.35	21.39	35.99	28.82	41.44	19.38	25.2	12.83	9.02	32.21
SYCP2L	9.02	19.2	9.02	23.29	9.02	58.98	9.02	41.08	31.38	29.55	35.86	21.45	97.27	212.01	48.02	25.95
ALDH7A1	14.95	25.33	44.49	32.02	35.99	205.87	17.03	13.03	19.32	29.07	21.21	9.42	51.02	58.66	97.01	23.19
RP11-693J15.5	12.79	23.1	34.35	212.02	97.29	60.13	25.35	9.02	15.06	19.3	28.84	17.32	33.8	48.68	41.01	21.29
CHORDC1	32.28	21.2	98.87	12.79	48.18	210.06	23.27	25.96	15.12	18.18	41.53	9.31	60.15	28.27	36.03	18.29
TMEM50B	31.83	16.93	62.31	12.79	25.21	211.77	29.21	19.38	21.09	23.37	36.05	9.31	48.99	41.11	94.88	15.39
KIFC1	40.98	48.75	211.99	23.38	25.37	96.77	21.56	12.89	29.5	17.13	36.1	31.13	60.14	15.36	9.02	19.03
ZNF518A	17.3	13.7	211.99	14.12	23.22	96.33	21.2	19.26	29.03	41.11	49.2	9.31	35.82	25.36	60.42	32.23
CELF5	28.9	60.66	96.74	32.08	15.11	9.02	19.25	42.24	17.43	24.8	37.33	46.09	212.01	23.92	9.02	21.12
SCML2	23.39	19.35	48.81	28.66	17.21	9.02	9.02	41.09	32.02	21.51	25.47	15.06	60.9	212.01	95.7	35.7
RP3-508I15.18	41.04	36.72	210.25	12.81	19.38	96.57	24.61	14.96	30.39	24.85	60.8	28.88	48.28	22.38	9.02	17.33
CTD-2528A14.5	35.89	96.8	9.02	41.68	47.79	9.02	23.26	19.22	17.33	26.02	32.55	28.47	211.86	60.52	9.02	21.13
STMN1	26.11	23.22	212.02	21.2	28.13	97.1	32.16	36.04	12.82	16.96	19.27	9.31	41.11	60.3	48.63	15.34
FAM72D	18.39	12.96	211.96	15.07	21.2	77.47	18.1	9.02	44.81	32.32	36.15	24.91	62.79	23.8	45.02	28.84
CLASRP	19.27	17.14	97.27	27.11	60.3	211.41	12.85	9.31	21.2	25.97	46.96	15.13	42.78	24.59	35.95	31.98
PDZD7	26.35	37.5	209.61	19.2	63.38	9.02	28.96	21.08	23.19	36.97	48.85	17.48	96.09	33.72	9.02	15.05
RP4-671O14.7	19.44	34.1	97.86	29.67	41.37	9.02	21.11	31.05	15.34	23.89	60.81	12.79	210.06	27.73	47.85	17.11
C16orf95	15.05	21.39	97.26	10.18	19.61	209.9	23.92	17.27	24.81	31.27	36.12	11.93	48.46	29.29	60.11	40.99
CTB-50L17.16	29.06	36.54	17.44	48.22	15.06	9.02	212.02	43.99	21.32	25.29	23.18	19.02	60.76	32.83	9.02	92.98
TFPI	21.23	19.41	35.87	9.02	12.91	40.31	25.52	32.32	29.03	15.3	23.13	17.35	86.91	212.01	69.01	49.02
CWF19L2	31.59	45.05	98.86	33.31	60.31	210.16	29.07	23.11	12.79	16.58	44.74	9.31	28.43	19.35	21.2	15.74
GPR89B	48.68	26.25	99.03	21.13	40.51	209.26	60.31	36.38	13.17	14.79	23.15	9.31	28.05	32.32	17.64	18.89
GOLGA8B	36.05	41.2	98.78	22.84	58.96	209.27	49.93	32.06	12.79	15.02	17.3	9.31	21.72	25.33	28.78	19.27
MAN1B1-AS1	25.46	21.41	211.93	19.7	28.47	60.73	17.05	22.23	12.79	36.43	49.02	9.31	95.75	32.38	40.77	15.76
LAS1L	19.43	16.83	97.27	15.56	36.5	211.64	25.6	28.64	12.83	21.22	32.25	9.31	48.68	40.55	60.21	22.93
GPATCH11	29.27	19.08	41.11	31.77	36.05	100.27	25.28	17.56	14.96	23.29	12.91	9.31	60.11	208.32	49.31	21.07
IGKV1-5	21	15.06	48.65	60.31	97.29	209.91	26.12	17.72	35.29	22.98	28.85	9.42	12.89	19.68	30.66	41.11
TYRO3	38.17	21.26	49.48	55.01	18.92	9.02	18.04	12.89	28.73	15.23	32.34	25.56	211.99	43.31	95.18	23.01
SRSF6	10.11	28.83	60.3	17.38	35.84	97.16	12.08	21.42	14.94	23.22	32.37	19.19	212	41.85	47.89	25.19
MYCBP	17.35	15.02	95.68	9.31	21.2	211.71	19.22	23.21	28.88	32.16	36.05	12.79	41.11	48.68	61.87	25.36
KLF8	19.93	23.4	35.99	41.04	61.36	95.4	28.92	32.21	9.62	15.22	20.29	12.49	48.83	25.17	211.71	17.36
RAD9A	32.32	23.22	97.27	19.4	40.43	211.67	51.05	25.61	12.79	17.32	28.63	9.31	36.56	21.05	53.48	15.02
ZFP37	32.32	36.86	60.94	28.27	96.21	208.74	46.65	25.51	15.13	21.59	19.38	17.32	42.29	12.73	9.02	23.28
CUX2	9.02	28.94	9.02	9.02	9.02	47.85	25.22	41.12	9.02	23.1	32.12	9.02	96.76	212.01	60.34	36.19
TM9SF2	17.33	12.79	48.16	9.31	23.22	211.89	19.24	21.2	32.07	28.96	36.05	15.02	41.62	97.29	60.26	25.36
PKIB	17.18	25.56	48.66	20.39	9.51	96.77	15.01	32.11	19.91	28.72	36.05	12.85	212.01	41.11	60.15	23.2
LTB4R2	32.97	47.98	100.63	9.57	16.74	204.32	34.61	20.93	16.06	29.46	41.25	13.31	61.36	19.08	25.54	22.67
RP11-144G7.2	41.73	93.96	17.05	47.75	15.41	9.02	28.72	23.16	21.29	18.98	63.63	34.97	211.92	25.54	9.02	33.38
TMEM130	19.35	23.07	98.73	29.36	15	9.02	41.19	17.36	26.11	35.91	48.16	31.21	210.35	60.29	9.02	21.31
ST3GAL4-AS1	32.16	22.72	59.82	12.3	15.02	95.38	36.05	28.87	21.75	18.97	25.31	9.81	41.19	50.43	211.78	17.6
SCARB1	12.85	15	41.09	19.2	34.95	209.01	9.31	17.36	25.83	33.24	23.24	21.18	48.68	98.73	60.19	28.39
DNAJA4	17.35	19.36	210.48	14.88	12.89	48.49	21.2	9.36	40.78	32.16	36.67	25.57	96.44	23.23	62.16	28.52
DISP2	24.64	48.58	61	21.37	17.66	37.59	15.16	28.53	9.46	19.66	39.3	12.82	211.99	95.64	32.49	23.41
TMED4	28.59	23.05	97.29	12.82	36.05	211.79	25.63	21.39	14.99	17.35	32.16	9.31	45.4	44.38	60.27	19.22
RP11-48B3.5	22.24	14.9	24.59	19.3	47.28	9.02	35.78	42.31	22.45	28.84	32.55	12.99	206.85	61.37	100.85	17.57
SIK1	9.02	9.02	9.02	48.67	60.8	9.02	9.02	40.83	9.02	9.02	35.53	9.02	32.29	210.57	96.61	9.02
SLC35G2	47.97	33.33	60.59	15.05	21	211.03	34.79	19.58	12.79	17.43	29.8	9.31	96.8	23.13	40.9	25.26
PTPN4	59.94	36.12	211.99	19.27	32.16	41.23	97.29	48.74	12.79	15.02	23.35	9.31	28.37	21.25	25.65	17.3
CTD-2555A7.2	15.18	17.14	25.91	21.23	19.37	9.02	12.79	23.22	41.03	48.68	31.57	35.98	207.13	60.3	101.91	28.9
IGKV1-12	19.12	22.96	28.82	96.32	61.28	211.26	17.49	14.9	9.42	21.71	31.93	12.94	48.56	41.22	35.94	25.17
ZSCAN12	28.98	19.49	96.58	36.18	59.07	209.92	25.05	41.15	9.31	14.99	20.44	12.85	32.11	23.57	50.11	17.9
PPRC1	23.22	20.22	211.96	14.76	32.3	96.6	17.62	12.75	35.02	41.22	60.31	9.74	48.34	20.14	25.04	29.84
CXCL3	21.26	23.51	28.95	9.02	34.51	9.02	25.41	9.02	48.83	203.49	105.82	40.13	9.02	33.93	9.02	60.15
RP11-640N11.2	22.96	59.66	25.12	32.03	21.51	9.02	29.01	41.07	16.9	19.46	36.93	15.38	188.13	48.41	120.59	12.85
KIR2DL4	29.17	12.86	96.21	19.2	15.03	9.02	61.36	212.01	21.23	23.25	25.56	17.36	48.67	36.42	38.56	31.82
AGAP4	24.93	35.63	206.94	17.91	59.78	9.02	48.51	14.89	21.36	23.85	32.55	18.69	102.2	41.24	28.86	13.02
RP11-89F3.2	60.31	97.29	211.89	28.75	32.22	9.02	36.35	48.39	19.38	17.3	14.94	23.16	40.86	25.63	9.02	21.15
AC002467.7	17.36	15.09	211.98	9.36	19.32	54.31	23.18	28.71	25.72	32.95	55.19	12.83	95.07	40.64	20.89	36.47
OSGEPL1	28.97	23.31	211.97	21.02	40.69	25.45	35.38	52.02	12.79	15.02	19.51	9.31	96.6	57.3	32.95	17.33
IL1R2	17.3	12.56	23.12	14.49	28.86	35.55	21.44	19.14	212.01	41.03	32.17	25.43	95.19	10.38	48.68	62.25
NCAPG	25.47	35.34	211.98	12.99	32.3	96.96	23.15	9.02	29.41	19.05	21.32	16.89	48.74	41.02	59.82	15.45
ZNF383	35.33	25.32	202.92	21.02	61.36	12.64	41.11	19.45	15.22	28.86	32.84	9.37	49.54	23.3	104.13	17.11
ZDHHC2	19.18	21.21	61.59	13.05	32.59	94.7	14.83	17.34	26.45	26.93	24.48	9.31	212	41.23	49.21	35.43
YY1	19.45	17.3	98.8	9.31	25.36	209.88	21.02	15.02	29.74	41.54	36.09	12.79	48.2	23.22	60.26	31.3
PRDM1	60.16	47.7	97.28	12.79	35.96	211.82	42.24	28.88	17.4	23.09	21.31	15.05	32.14	9.31	19.11	25.45
NBEAL1	15.11	41.03	50.88	35.61	64.4	211.89	9.31	12.79	19.25	24.68	29.27	21.2	90.82	17.23	32.43	23.89
PGM2L1	32.37	35.83	211.98	13.57	48.68	96.6	25.85	21.69	19.27	14.58	17.05	9.31	28.38	41.11	60.17	22.63
CTD-3088G3.8	25.18	48.34	29.36	20.3	12.81	9.02	32.13	38.08	23.59	19.86	39.6	17.65	100.52	15.26	206.13	59.95
PSMG3-AS1	15.11	12.83	211.95	17.34	36.17	96.77	28.01	23.8	25.34	32.16	48.28	9.37	59.43	42.25	19.15	21.35
RP11-707M3.3	22.18	36.18	210.37	28.59	50.48	96.4	13.16	21.74	41.47	31.62	26.34	17.41	15.14	19.36	9.02	58.84
LRRC36	23.02	18.7	15.73	9.81	21.51	58.98	12.85	29.18	17.46	41.34	32.48	25.02	97.27	212.01	48.02	35.69
RP4-647C14.2	16.42	21.59	25.25	22.95	32.93	47.7	9.63	41.21	15.99	28.88	35.34	19.28	61.29	212.01	96.14	12.75
RP5-1171I10.5	23.22	21.01	212.01	17.19	48.97	97.16	25.58	32.16	12.79	28.66	36.8	9.31	40.69	15.13	59.64	19.46
CMBL	36.19	54.95	211.86	15.58	25.44	94.97	31.67	41.6	19.26	17.06	23.34	12.99	54.24	29.16	9.02	21.04
TMEM262	21.44	41.43	48.36	24.47	12.88	100.85	24.48	9.52	19.18	17.41	35.31	15.1	205.26	29.07	59.72	33.19
FBXW9	21.5	17.5	98.85	9.31	35.83	208.36	13.83	25.21	19.1	32.33	41.34	13.96	60.79	28.87	48.28	23.09
TNPO2	21.4	19.36	97.27	13.1	27.61	210.76	14.92	9.36	60.31	48.68	41.05	17.38	32.55	35.01	23.02	26.77
WNT2B	22.08	31.24	60.42	36.96	25.58	78.72	23.07	19.22	12.89	17.33	29.26	9.41	210.34	40.87	50.12	15.05
LINC00511	14.89	102	193.36	30.82	33.84	62.91	40.12	13.3	19.14	33	49.19	17.8	21.21	25.74	9.02	23.01
WDR34	23.13	13.23	210.2	41.06	60.3	98.84	14.65	21.4	19.47	17.75	28.88	9.31	36.09	32.15	48.62	24.54
KLRF1	48.68	35.39	60.3	9.31	20.04	32.73	97.29	212.01	15.02	17.3	20.51	12.79	41.03	25.36	28.83	23.14
RP11-770J1.5	25.23	52.44	57.82	40.58	32.65	94	15.22	17.27	12.58	19.55	35.8	29.07	212	23.34	9.53	20.82
ZNF607	24.72	23.94	41.22	15.36	33.1	48.26	29.02	34.71	12.82	19.45	21.02	9.31	63.81	210.57	92.67	16.94
SYNRG	40.49	25.19	98.77	15.19	43.77	210.24	41.58	60.3	12.79	17.14	22.8	9.31	31.95	28.99	21.86	19.27
CPNE7	47.56	59.14	211.83	19.35	9.02	42.55	32.13	17.2	25.27	21.74	28.85	22.99	97.24	9.02	9.02	36.19
HIST1H2BC	18.77	23.33	97.26	15.05	34.91	211.4	21.37	29.12	25.04	18.26	60.31	12.79	48.35	41.43	9.25	32.59
MMS22L	26.92	27.12	211.99	19.43	38.02	97.02	23.39	21.06	12.89	17.3	38.84	9.31	49.01	32.35	59.89	14.93
CARNS1	53.66	29.91	97.49	31.6	41.01	56.95	207.06	35.95	17.39	21.26	19.3	15.09	25.22	23.3	9.02	12.83
AASS	97.29	25.51	211.77	40.17	58.96	9.02	32.2	21.28	19.25	17.44	23.13	12.86	49.56	29.13	36.66	14.97
MMP25-AS1	48.55	36.19	97.27	9.31	28.79	41.12	60.14	212	19.16	23.31	21.26	12.79	32.15	15.31	25.21	17.12
RP11-284F21.8	26.56	40.79	206.3	23.07	21.09	9.02	35.26	33.27	12.9	27.69	17.2	15.54	101.7	19.52	47.93	61.2
LINC01285	25.07	35.95	12.78	17.12	48.83	9.02	21.18	19.55	28.96	41.33	60.65	23.08	211.99	15.74	96.13	31.86
MORF4L2	21.18	15.02	60.3	12.79	26.1	211.87	23.22	32.15	19.26	28.14	36.05	9.31	41.11	48.68	97.21	17.33
RP11-10K16.1	15.05	19.8	64.13	17.31	48.28	9.02	29.55	12.73	25.43	41.79	35.41	23.26	94.56	32.17	208.73	20.62
NBPF26	15	17.45	28.75	19.2	36.01	205.89	12.74	9.63	31.02	49.01	96.73	21.36	62.78	23.41	26.48	41.09
MRPL42	23.22	19.27	97.28	17.01	41.11	211.7	25.36	28.88	12.79	21.2	36.05	9.31	59.75	32.15	49.2	15.32
FAM74A6	21.13	31.67	95.46	15.09	41.19	9.02	23.19	37.43	12.82	19.58	29.46	17.23	211.95	59.2	47.09	25.25
RP11-1079K10.4	21.51	28.32	41.52	22.92	9.57	208.67	12.81	32.19	16.41	25.8	36	15.99	99.04	59.98	48.44	19
ZNF346	22.9	36.3	210.4	32.43	59.96	98.37	28.5	17.25	21.44	15.37	25.88	9.31	47.95	19.04	41.41	12.82
CD8B	97.29	60.12	211.99	19.27	33.34	48.77	36.89	12.74	23.22	25.36	29.17	21.2	9.36	15.02	17.25	38.78
NRTN	17.48	32.87	49.44	12.93	15.12	38.55	21.38	59.4	23.23	35.53	28.77	19.13	208.74	100.02	9.02	25.71
CTA-221G9.12	23.69	45.54	19.5	25.65	32.14	9.02	28.68	39.17	15.61	21.09	54.68	12.86	211.89	46.95	95.18	16.84
HIST1H2AM	18.95	21.65	210.46	24.91	47.73	98.28	36.1	32.36	17.56	12.96	29.23	9.31	59.89	23.25	41.72	14.92
SNURF	32.61	62.47	29.03	20.12	35.87	206.06	21.74	25.38	10.39	15.43	16.89	11.72	97.2	48.49	40.92	22.17
ATP1B1	19.22	25.36	41.73	9.31	23.19	59.17	17.29	48.62	12.79	32.16	36.05	21.23	212.01	15.08	97.18	28.88
RECQL5	17.02	21.43	95.35	10.52	19.76	208.19	12.31	22.81	35.82	28.96	41.06	14.67	51.83	61.31	24.28	32.3
SNHG9	22.6	28.62	63.65	9.36	17.29	211.67	19.92	26.19	21.13	35.61	14.89	12.95	93.79	47.04	42.86	31.99
CEP83	19.38	21.4	97.27	23	36.4	211.46	15.79	40.71	12.79	25.42	28.78	9.31	48.68	32.15	60.17	16.54
RP11-479O9.4	26.26	32.22	96.41	63.04	34.61	206.5	21.49	40.74	17.26	23.62	19.32	14.93	49.01	28.91	9.02	12.95
CSRP2	19.35	47.27	41.38	17.32	29.03	94.35	23.54	32.02	21.27	15.23	25.55	12.93	61.48	209.94	36.44	9.02
RP11-326C3.15	25.57	35.99	97.26	19.7	23.07	9.02	60.31	212.01	15.09	17.53	30.68	20.83	48.67	30.46	38.8	12.77
LA16c-358B7.3	20.08	32.43	100.61	23.04	60.3	15.46	25.12	28.97	9.37	16.6	47.69	12.83	41.28	36.33	207.39	20.76
IL1R1	16.67	32.08	15.73	28.7	19.24	98.04	12.86	47.97	60.81	37.42	21.27	25.44	208.91	23.41	9.02	40.78
POMC	19.14	15.02	98.71	12.74	21.67	209.96	25.43	28.85	17.46	32.03	48.2	9.36	40.91	36.86	60.04	22.77
ZNF793	25.93	35.92	208.17	23.13	90.57	32.82	21.33	47.83	15.06	17.33	19.32	9.36	70.81	28.46	40.68	12.78
MAP3K9	25.61	28.93	100.64	50.84	58.69	204.57	35.49	15.22	12.79	19.82	23.28	9.85	40.92	17.16	32.29	20.4
RP3-402G11.25	19.18	23.24	40.89	12.83	32.59	9.02	16.92	25.21	21.22	29.17	35.18	15.87	60.14	97.29	211.08	48.84
CC2D1B	33.03	19.19	210.14	12.98	48.59	98.09	28.87	23.17	25.62	21.63	39.33	9.46	60.76	14.99	17.01	36.4
FCF1	17.14	23.32	60.26	15.23	19.22	143.42	21.7	12.85	28.81	24.86	36.05	9.31	115.1	41.11	49.1	32.07
CD9	14.91	9.78	48.67	41.11	28.07	208.95	12.44	17.32	24.06	97.21	21.23	19.25	25.71	32.11	35.59	61.9
MAGI3	32.13	40.38	100.56	12.81	36.68	205.42	14.96	9.02	24.54	28.83	24.65	21.11	48.83	19.26	59.36	17.42
ARSK	48.6	32.51	97.27	19.27	40.91	210.72	28.98	25.2	15.02	17.3	21.26	12.79	35.66	23.52	60.15	9.31
CYB561	41.97	61.36	155.45	15.08	28.31	147.31	24.73	36.04	19.3	24.35	48.08	17.25	32.15	12.79	9.02	21.23
CTC-487M23.8	24.48	48.68	60.75	9.31	16.97	147.1	28.89	24.23	21.35	19.24	37.85	15.33	108.05	38.94	31.99	12.89
ZNF286A	60.44	41.11	211.93	35.44	49.21	95.93	19.67	25.29	20.84	17.38	23.15	9.02	28.87	32.75	9.02	9.02
ANGPTL6	23.47	15.2	47.31	37.57	97.29	208.73	60.3	39.18	9.58	19.15	28.82	21.23	17.34	12.83	32.15	25.42
AP001469.9	21.48	23.8	44.94	25.31	95.03	55.37	46.81	28.72	15.09	18.75	18.12	12.83	210.25	36.69	9.02	31.96
MT1G	32.31	23.49	210.41	28.83	41.11	9.02	25.14	17.17	98.82	48.68	60.31	21.16	14.96	19.3	9.02	35.9
DDX6	47.28	23.21	97.28	19.32	60.31	211.89	32.01	21.21	12.82	17.3	35.69	9.31	30.08	25.3	41.79	15
POLRMT	24.6	23.96	98.94	12.82	32.25	209.08	18.68	18.13	20.92	28.88	40.99	9.31	60.17	36.07	48.67	15.03
RTN2	18.95	9.73	17.58	14.97	25.32	80.25	12.53	21.13	28.98	35.95	208.5	23.32	48.89	64.3	32.07	41.2
PIWIL2	36.02	48.33	17.57	31.94	97.28	9.02	59.81	25.21	23.16	19.03	41.82	15.12	211.98	21.36	9.02	29.05
MEX3D	28.54	21.21	46.64	15.04	23.2	209.91	25.5	19.15	42.03	60.31	36.87	32.21	12.93	17.29	9.02	97.29
RBM5-AS1	17.45	96.77	33.08	57.28	25.83	9.02	19.43	42.65	36.31	48.76	212.02	15.16	23.31	28.25	9.02	21.16
FLNB	9.31	23.24	48.67	21.2	32.12	97.22	15.27	36.1	25.34	19.18	28.92	12.86	61.03	210.08	41.31	17.06
MARS2	35.12	24.24	211.85	17.26	49.18	20.95	32.97	29.21	15.02	19.3	24.51	9.37	94.82	41.26	61.42	12.97
AP003419.16	41.08	26.32	49.33	34.47	28.33	210.43	32.58	23.97	12.83	16.93	59.96	9.37	96.69	19.33	15.35	21.37
NUDT16L1	23.19	16.72	97.28	12.79	28.64	211.68	21.23	32.15	15.61	25.6	36.72	9.31	48.58	40.53	60.24	19.27
NR6A1	9.52	17.42	19.33	21.12	29.01	25.11	15.15	12.79	36.06	98.82	60.86	32.14	209.9	23.01	42.14	47.38
ADNP	17.85	18.72	184.14	12.77	40.87	108.04	21.87	15	25.36	28.93	48.68	9.36	60.3	35.31	33.04	22.55
CPSF1	13.01	21.35	98.77	9.36	25.61	209.49	19.24	17.27	32.49	35.71	46.66	14.82	60.3	23.22	28.42	43.13
LINC01410	19.27	14.77	21.19	17.3	28.93	61.23	13.05	9.31	41.34	49.26	212.02	23.4	35.66	25.31	95.18	32.36
TARBP1	28.83	23.43	210.4	14.86	35.7	48.51	25.24	32.45	13.02	21.2	19.27	9.31	41.66	98.27	60.22	17.24
AICDA	15.2	47.9	60.3	24.5	212.01	41.62	31.92	21.4	36.02	23.49	19.22	17.45	96.61	29.32	9.02	13
AC016700.5	15	9.52	97.25	17.2	25.46	210.74	21.03	12.86	47.17	32.26	60.31	19.57	35.93	42.62	23.19	28.46
ZNF451	19.75	17.28	98.79	13.59	32.5	209.73	20.72	14.1	23.22	28.84	39.54	9.31	60.16	37.28	48.73	25.4
RP11-455F5.5	26.31	95.07	32.75	17	47.8	210.75	19.41	41.87	15.34	36.55	21.35	12.47	60.93	23.29	9.61	28.07
LGALS9C	98.78	58.87	210.43	9.02	35.97	9.02	28.99	9.02	9.02	23.03	25.57	9.02	50.11	40.96	9.02	32.02
LA16c-444G7.2	19.23	35.05	9.02	9.02	9.02	94.97	40.74	32.76	23.6	28.87	60.62	21.38	212.01	49.02	9.02	25.38
FHAD1	49.44	32.29	9.02	23.13	36.13	9.02	63.85	25.67	19.65	94.81	41.44	20.98	209.06	17.46	9.02	28.69
AC012358.8	30.9	25.02	69.72	22.68	30.24	200.17	42	89.41	14.99	17.33	36.11	9.42	48.97	21.88	19.23	12.84
